# 42 個地圖區塊的字串表
# 機器產生，不要手改（tools/extract_strings.py）
blk:game1:0:1	\x0DEntering Quartz.\x0D
blk:game2:23:146	 brutally pummel\x0As\x0A\x0A 
blk:game2:23:147	 pounds 
blk:game2:23:148	 thrashes 
blk:game2:23:149	 pounces on 
blk:game2:23:150	 whomps on 
blk:game2:23:151	 and peppers \x0Ehim\x0Eher\x0Eit\x0E
blk:game2:23:152	 and shreds \x0Ehim\x0Eher\x0Eit\x0E
blk:game2:23:153	 spinning \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into a dance of death
blk:game2:23:154	 sending \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A to meet \x0A\x0Ehis\x0Eher\x0Eits\x0E\x0Atheir\x0A maker
blk:game2:24:1	1
blk:game2:24:2	2
blk:game2:24:3	3
blk:game2:24:4	4
blk:game2:24:5	\x0DThe current, though slow, is fairly strong.\x0D
blk:game2:24:6	\x0DDespite the sucking current, you keep your feet and move through the water easily.\x0D
blk:game2:24:7	\x0DThe sewage river pulls you off your feet and sweeps you downriver.\x0D
blk:game2:24:8	\x0DThe sewer stream runs a bit faster here and pulls hard against your legs.\x0D
blk:game2:24:9	\x0DLeaving this scumhole.\x0D
blk:game2:24:10	\x0DBefore you is a torpid river of raw sewage from the city of Vegas above you.\x0D
blk:game2:24:11	\x0DThe rope catches on debris across the stream and holds solidly. It will make your passage safer.\x0D
blk:game2:24:12	\x0DSluggish water swirls around your legs. It stinks and is slippery, but the rope helps you wade across.\x0D
blk:game2:24:13	\x0DThe stream bed shifts beneath you but the rope keeps you up. You feel creatures slither between your legs.\x0D
blk:game2:24:14	\x0DThe water is thick and cold. Its slimy touch chills you.\x0D
blk:game2:24:15	\x0DThe crumbling brick walls are still quite strong.\x0D
blk:game2:24:16	\x0DThe concrete here was poured long ago but it is still durable and solid.\x0D
blk:game2:24:17	\x0DThe cinderblocks used to build the walls are old and broken, but they still hold up the city above.\x0D
blk:game2:24:18	\x0DThese walls are more rubble than solid walls, but they still impede your progress.\x0D
blk:game2:24:19	\x0DThe walls are too slippery for a firm handhold.\x0D
blk:game2:24:20	\x0DThe wall sounds hollow here.\x0D
blk:game2:24:21	\x0DThe wall shifts and crumbles leaving a hole large enough for you to get through.\x0D
blk:game2:24:22	\x0DYou don't even make a dent in the wall.\x0D
blk:game2:24:23	You hear something splashing through the murky water.\x0D
blk:game2:24:24	Back in the shadows you hear the urgent, whispered orders of Cyborg attackers.\x0D
blk:game2:24:25	Footsteps of a creature echo off the walls. Still the creature is hard to see.\x0D
blk:game2:24:26	Roaring out a war cry, cyborgs attack from ambush.\x0D
blk:game2:24:27	\x0DComplicated machinery still hums amid the gory ruins of the cyborgs you have slain.\x0D
blk:game2:24:28	\x0DYour search yields some useful equipment.\x0D
blk:game2:24:29	\x0DYou do not find anything of value, but a high pitched keening starts...\x0D
blk:game2:24:30	\x0DYou manage to escape damage from whatever infernal device lurks amid the cyborgs' mechanical parts.\x0D
blk:game2:24:31	\x0DSomething inside the machinery explodes and scatters remains all over.\x0D
blk:game2:24:32	\x0DSewer water has collected here and forms a dark, forbidding pool that is quite still.\x0D
blk:game2:24:33	\x0DA very wide and frightfully deep chasm cuts deep across your path.\x0D
blk:game2:24:34	\x0DYou toss the rope high and it holds. It should be strong to let one person at a time swing across the chasm.\x0D
blk:game2:24:35	\x0DYou swing effortlessly through the air.\x0D
blk:game2:24:36	\x0DThere is too much weight on the rope and it snaps!\x0D
blk:game2:24:37	\x0DThis does not look like a good spot to try and get across.\x0D
blk:game2:24:38	\x0DIt is a long drop and you rocket down!\x0D
blk:game2:24:39	\x0DYou also smash into the walls of the chasm and get fairly beat up in the process.\x0D
blk:game2:24:40	\x0DThe handholds are only suitable for one person at a time to try to climb out safely.\x0D
blk:game2:24:41	\x0DYou successfully scale the ledge.\x0D
blk:game2:24:42	\x0DYou try climbing the ledge but you slip. Ouch!\x0D
blk:game2:24:43	\x0DYou discover that bouncing off rocks can hurt!\x0D
blk:game2:24:44	\x0DThe climb is difficult and nervous sweat coats your hands.\x0D
blk:game2:24:45	\x0DYou throw the rope and it misses the ledge on the other side and falls into the chasm.\x0D
blk:game2:24:46	\x0DYou pull yourself up onto a ledge and discover the remains of someone who fell down here previously.\x0D
blk:game2:24:47	A metal rustling echoes from the darkness.\x0D
blk:game2:24:48	A small group of humanoids and lupine cyberscum attack.\x0D
blk:game2:24:49	A group of glittering metal and flesh centaurs gallop out to engage you!\x0D
blk:game2:24:50	\x0DYou stumble across a Tazel nest amid the rubble.\x0D
blk:game2:24:51	A silvery mountain of reptilian terror cocks its head, studies you for a moment, then attacks!\x0D
blk:game2:24:52	A small, six-armed robot with a squat, humanoid head on top whirls in your direction and raises its weapons.\x0D
blk:game2:24:53	From the shadows, a group of half-men and cyborgs attack!\x0D
blk:game2:24:54	A solitary figure made of tungsten fibers and armor plates laughs hauntingly and shoots at you.\x0D
blk:game2:24:55	\x0DA deadfall trap is sprung as you pass through!\x0D
blk:game2:24:56	\x0DTiny bits and pieces of things have been collected here by some wretched creature who lives in the sewers.\x0D
blk:game2:24:57	\x0DYou find a small mound of strange things collected here.\x0D
blk:game2:24:58	To your horror, a cyborg rises up out of the refuse pile.\x0D
blk:game2:24:59	\x0DThe darkness is thick like a cloak and hides many horrors.\x0D
blk:game2:24:60	\x0DA cool breeze sweeps silently through the blackness and chills you to the bone.\x0D
blk:game2:24:61	\x0DThe sewers are dank and moist and stinking. The stench is cloying and hangs on you like wet clothing.\x0D
blk:game2:24:62	\x0DA lupine howl echoes through the darkness and comes at you from all sides. You feel surrounded and uneasy.\x0D
blk:game2:24:63	\x0DThe solitary sound of water drops falling into puddles mocks your slow progress.\x0D
blk:game2:24:64	A wolfish howl crackles into synthesized static as cyberwolves scramble from their lair and attack.\x0D
blk:game2:24:65	You see several humanoid figures with wires and steel net armor raise weapons and fire in your direction.\x0D
blk:game2:24:66	Several more cyborgs come running around the corner with weapons at the ready.\x0D
blk:game2:24:67	\x0DYou throw the rope up but it doesn't catch onto anything.\x0D
blk:game2:24:68	\x0DThere's a wide chasm ahead. Looks like you could secure a rope here, then cross.\x0D
blk:game2:24:69	\x0DSuddenly you lose your grip on the rope and you fall!\x0D
blk:game2:24:70	\x0DYou successfully slide across the chasm.\x0D
blk:game2:24:71	Your rope is stretched across the chasm. Do you want to slide across?\x0D\x0D\x11\x10Yes\x0D\x10No\x0D
blk:game2:24:72	Y
blk:game2:24:73	A mutant cyborg prepares to zap you.\x0D
blk:game2:24:74	\x0B attacks
blk:game2:24:75	\x0B clicks a shot off
blk:game2:24:76	\x0B's gun lets fly
blk:game2:24:77	Waves of energy flash from \x0B
blk:game2:24:78	\x0B empties a clip
blk:game2:24:79	\x0B hurls a handful of death
blk:game2:24:80	\x0B launches a shell
blk:game2:24:81	hits \x0F 
blk:game2:24:82	 for 
blk:game2:24:83	nails \x0F 
blk:game2:24:84	\x0F 
blk:game2:24:85	 \x0Ais\x0Aare\x0A filled full of lead taking 
blk:game2:24:86	ignites \x0F 
blk:game2:24:87	drills an opening in \x0F 
blk:game2:24:88	immolates \x0F 
blk:game2:24:89	 but fail\x0As\x0A\x0A to inflict any damage
blk:game2:24:90	 drills 
blk:game2:24:91	 blazes away at 
blk:game2:24:92	 sprays 
blk:game2:24:93	 triggers a burst at 
blk:game2:24:94	 fries 
blk:game2:24:95	 toasts 
blk:game2:24:96	 and hits for 
blk:game2:24:97	 pummel\x0As\x0A\x0A 
blk:game2:24:98	 batter\x0As\x0A\x0A 
blk:game2:24:99	 claws 
blk:game2:24:100	 mauls 
blk:game2:24:101	 whomps on 
blk:game2:24:102	 pounds at 
blk:game2:24:103	 and shreds \x0Ehim\x0Eher\x0Eit\x0E
blk:game2:24:104	 and peppers \x0Ehim\x0Eher\x0Eit\x0E
blk:game2:24:105	 reducing \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into an undertaker's nightmare
blk:game2:24:106	 reducing \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into a thin red paste
blk:game2:25:1	1
blk:game2:25:2	2
blk:game2:25:3	3
blk:game2:25:4	4
blk:game2:25:5	\x0DThe current, though slow, is fairly strong.\x0D
blk:game2:25:6	\x0DDespite the sucking current, you keep your feet and move through the water easily.\x0D
blk:game2:25:7	\x0DThe sewage river pulls you off your feet and sweeps you down river.\x0D
blk:game2:25:8	\x0DThis is a heavily reinforced door.\x0D
blk:game2:25:9	\x0DBefore you is a torpid river of raw sewage from the city of Vegas above you.\x0D
blk:game2:25:10	\x0DThe rope catches on debris across the stream and holds solidly. It will make your passage safer.\x0D
blk:game2:25:11	\x0DSluggish water swirls around your legs. It stinks and is slippery, but the rope helps you wade across.\x0D
blk:game2:25:12	\x0DThe stream bed shifts beneath you but the rope keeps you up. You feel creatures slither between your legs.\x0D
blk:game2:25:13	\x0DThe water is very cold. Its slimy touch chills you.\x0D
blk:game2:25:14	\x0DThe crumbling brick walls are still quite strong.\x0D
blk:game2:25:15	\x0DThe concrete here was poured long ago but it is still durable and solid.\x0D
blk:game2:25:16	\x0DThe cinderblocks used to build the walls are old and broken, but they still hold up the city above.\x0D
blk:game2:25:17	\x0DThese walls are more rubble than solid walls, but they still impede your progress.\x0D
blk:game2:25:18	\x0DThe walls are too slippery for a firm handhold.\x0D
blk:game2:25:19	\x0DThe solid wall sounds hollow here.\x0D
blk:game2:25:20	\x0DThe wall shifts and crumbles, leaving a hole large enough for you to get through.\x0D
blk:game2:25:21	\x0DYou don't even make a dent in the wall.\x0D
blk:game2:25:22	You hear something ripple through the water and splash through the murky water.\x0D
blk:game2:25:23	\x0DBack in the shadows you hear the urgent, whispered orders of Cyborg attackers.\x0D
blk:game2:25:24	A nightmare of metal scuttles out toward you. Metal spines bristle on its tail and shoot out at you!\x0D
blk:game2:25:25	Roaring out a war cry, cyborgs attack from ambush.\x0D
blk:game2:25:26	\x0DSeveral crudely sharpened steel rods shoot out from a cunningly laid trap!\x0D
blk:game2:25:27	\x0DYou also find something inside the carcass...\x0D
blk:game2:25:28	Around the corner you see a rather large patrol of cyber warriors, and boy are they mad!\x0D
blk:game2:25:29	Steel and muscle warriors bar your path.\x0D
blk:game2:25:30	\x0DUnit subassembly impossible if repairs are incomplete \x0D
blk:game2:25:31	\x0DSewer water has collected here and formed a dark, forbidding pool that is quite still.\x0D
blk:game2:25:32	\x0DThe sewer water flows beneath the wall here and pulls on you to drag you under.\x0D
blk:game2:25:33	\x0DYou are sucked under the water and beneath the wall. Despite your best wishes, you get bashed against the bottom.\x0D
blk:game2:25:34	\x0DThe metal door here is thick and the word "LAB" is painted in bold letters in the center of it.\x0D
blk:game2:25:35	\x0DThe door opens.\x0D
blk:game2:25:36	\x0DThe door is still closed.\x0D
blk:game2:25:37	\x0DRepairs cannot proceed without a head unit.\x0D
blk:game2:25:38	\x0DWhoever owned this stuff booby trapped it and you sprung it. The roof collapses with a bang!\x0D
blk:game2:25:39	\x0DROM control unit impaired.\x0D
blk:game2:25:40	\x0DPower system impaired \x0D
blk:game2:25:41	\x0DPower source missing \x0D
blk:game2:25:42	\x0DThe repaired unit locks down on the table and is drawn into the wall for subassembly.\x0D
blk:game2:25:43	\x0DDevice Inoperable\x0D
blk:game2:25:44	\x0DServomotor functions impaired.\x0D
blk:game2:25:45	Android assembly unit:\x0D\x0D\x11\x10 1) Diagnostic function\x0D\x10 2) Initiate repairs\x0D\x10 3) Prep for assembly\x0D
blk:game2:25:46	A metal rustling echoes from the darkness.\x0D
blk:game2:25:47	A pack of lupine-mech horrors yip and growl as they get up and attack!\x0D
blk:game2:25:48	Glittering metal and flesh centaurs gallop at you!\x0D
blk:game2:25:49	\x0DYou stumble across a small pile of valuable trash.\x0D
blk:game2:25:50	A silvery mountain of reptilian terror cocks its head, studies you for a moment, then attacks!\x0D
blk:game2:25:51	A small, six-armed robot with a squat, humanoid head on top whirls in your direction and raises its weapons.\x0D
blk:game2:25:52	From the shadows a group of half-men and cyborgs attack!\x0D
blk:game2:25:53	A solitary figure made of tungsten fibers and armor plates laughs hauntingly and shoots at you.\x0D
blk:game2:25:54	\x0DA deadfall trap is sprung as you pass through!\x0D
blk:game2:25:55	\x0DIn this lab area most of the equipment is broken. Still, along the east wall some equipment looks functional.\x0D
blk:game2:25:56	\x0DThis does not look like a good place to try and cross the river of sewage.\x0D
blk:game2:25:57	A lone cyborg chuckles and smiles an evil, metallic grin. He attacks!\x0D
blk:game2:25:58	\x0DAlthough cleaner than the first section of sewer, this area is still refuse-strewn and forbidding.\x0D
blk:game2:25:59	\x0DA cool breeze sweeps silently through the blackness and chills you to the bone.\x0D
blk:game2:25:60	\x0DThe sewers are dank and moist and stinking. The stench is cloying and hangs on you like wet clothing.\x0D
blk:game2:25:61	\x0DA lupine howl echoes through the darkness and comes at you from all sides. You feel uneasy.\x0D
blk:game2:25:62	\x0DThe solitary sound of water drops falling into puddles mocks your slow progress.\x0D
blk:game2:25:63	A wolfish howl crackles into synthesized static as cyberwolves lunge out from their lair and attack.\x0D
blk:game2:25:64	You see several humanoid figures with wires and steel armor raise weapons and fire in your direction.\x0D
blk:game2:25:65	Several cyborgs are stationed in this antechamber and dispute your right to pass peacefully.\x0D
blk:game2:25:66	\x0DAll repairs needed at this station are complete.\x0D
blk:game2:25:67	\x0DRepairs to this unit are complete and successful.\x0D
blk:game2:25:68	\x0DThat part is useless for repairs on the 
blk:game2:25:69	head
blk:game2:25:70	torso
blk:game2:25:71	arms
blk:game2:25:72	legs
blk:game2:25:73	 of an android.\x0D
blk:game2:25:74	\x0DThe left knee assembly is a mess.\x0D
blk:game2:25:75	\x0DThe servomotor slides into place with a click.\x0D
blk:game2:25:76	\x0DThe right hip obviously needs some work.\x0D
blk:game2:25:77	\x0DThe left shoulder assembly really needs an overhaul.\x0D
blk:game2:25:78	\x0DThe energy source socket is empty.\x0D
blk:game2:25:79	\x0DThe fusion cell screws into place easily.\x0D
blk:game2:25:80	\x0DThe old power converter sparks and smokes.\x0D
blk:game2:25:81	\x0DThe new board slides easily into its bracket.\x0D
blk:game2:25:82	\x0DThe central servomotor was damaged by the old power board. It needs replacing to drive the whole unit.\x0D
blk:game2:25:83	\x0DOperation of this unit is impossible until all assembly operations are complete.\x0D
blk:game2:25:84	\x0DA unit control function board needs to be replaced.\x0D
blk:game2:25:85	\x0DThe android awakens. Read paragraph 15.\x0D
blk:game2:25:86	A mutant cyborg prepares to zap you.\x0D
blk:game2:25:87	\x0DThe new power converter hums.\x0D
blk:game2:25:88	\x0DThe head clicks into place.\x0D
blk:game2:25:89	\x0B attacks
blk:game2:25:90	\x0B triggers
blk:game2:25:91	\x0B's gun lets fly
blk:game2:25:92	Bright energy streams from \x0B
blk:game2:25:93	\x0B burns a clip
blk:game2:25:94	\x0B chucks an explosive charge
blk:game2:25:95	\x0B fires a rocket
blk:game2:25:96	hits \x0F 
blk:game2:25:97	 for 
blk:game2:25:98	nails \x0F 
blk:game2:25:99	\x0F 
blk:game2:25:100	 \x0Ais\x0Aare\x0A stitched full of bullets for 
blk:game2:25:101	bores through \x0F 
blk:game2:25:102	punches a hole in \x0F 
blk:game2:25:103	incinerates \x0F 
blk:game2:25:104	 but fail\x0As\x0A\x0A to inflict any damage
blk:game2:25:105	 drills 
blk:game2:25:106	 blazes away at 
blk:game2:25:107	 sprays 
blk:game2:25:108	 triggers a burst at 
blk:game2:25:109	 fries 
blk:game2:25:110	 toasts 
blk:game2:25:111	 and hits for 
blk:game2:25:112	 batter\x0As\x0A\x0A 
blk:game2:25:113	 wallop\x0As\x0A\x0A 
blk:game2:25:114	 claws 
blk:game2:25:115	 bashes 
blk:game2:25:116	 whomps on 
blk:game2:25:117	 pounds at 
blk:game2:25:118	 and rips \x0Ehim\x0Eher\x0Eit\x0E to shreds
blk:game2:25:119	 and frags \x0Ehim\x0Eher\x0Eit\x0E
blk:game2:25:120	 ripping \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into a scarlet side of meat
blk:game2:25:121	 reducing \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into ground round
blk:game1:26:1	\x0DLeaving Needles.\x0D
blk:game1:26:2	\x0DEntering the Servants of the Mushroom Cloud Church.\x0D
blk:game1:26:3	\x0DEntering Police station.\x0D
blk:game1:26:4	\x0DEntering Gas station.\x0D
blk:game1:26:5	\x0DGoing downtown.\x0D
blk:game1:26:6	\x0DEntering the Temple of Blood.\x0D
blk:game1:26:7	The train engineer yells, "All aboard!" Get on?\x0D\x0D\x11\x10Yes\x0D\x10No\x0D
blk:game1:26:8	Y
blk:game1:26:9	\x0DI'm always here to give you a ride. Just ask for old Ed the engineer.\x0D
blk:game1:26:10	\x0DWhat's left of the city's defensive wall looks old and broken.\x0D
blk:game1:26:11	\x0DThis concrete wall is old and cracked\x0D
blk:game1:26:12	\x0DYou can't walk through walls.\x0D
blk:game1:26:13	\x0DThis mound of sand has a strange shape, more man made than wind blown.\x0D
blk:game1:26:14	\x0DThis railroad looks newly made, but the rails look very old.\x0D
blk:game1:26:15	\x0DThe shifting desert sands have created a small hill.\x0D
blk:game1:26:16	\x0DOops! The sand shifted under your feet and you slide down the hill.\x0D
blk:game1:26:17	\x07Welcome to Old Doc Bob's.\x0D
blk:game1:26:18	\x07"Quiet please! You are in a center of higher learning."\x0D
blk:game1:26:19	\x0DDummy! You should be smart enough not to touch cactus.\x0D
blk:game1:26:20	\x0DAn old, tall rusty railing surrounds the town waste pit.\x0D
blk:game1:26:21	\x0DEntering the town waste pit.\x0D
blk:game1:26:22	\x0DIt is cool and dark in the ammo bunker.\x0D
blk:game1:26:23	\x0DThere are stairs here leading into a waste pit.\x0D
blk:game1:26:24	\x0DThe remains of a wall lay here.\x0D
